! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! DU35 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
        400   NumCoords         ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.77601   0.06531
0.76961   0.06708
0.76314   0.06885
0.75660   0.07064
0.75000   0.07244
0.74333   0.07426
0.73667   0.07606
0.73000   0.07786
0.72333   0.07966
0.71667   0.08144
0.71000   0.08322
0.70333   0.08498
0.69667   0.08674
0.69000   0.08849
0.68333   0.09022
0.67667   0.09196
0.67000   0.09368
0.66333   0.09539
0.65667   0.09708
0.65000   0.09876
0.64333   0.10044
0.63667   0.10210
0.63000   0.10375
0.62333   0.10538
0.61667   0.10699
0.61000   0.10859
0.60333   0.11017
0.59667   0.11174
0.59000   0.11330
0.58333   0.11483
0.57667   0.11634
0.57000   0.11784
0.56333   0.11931
0.55667   0.12077
0.55000   0.12220
0.54333   0.12363
0.53667   0.12502
0.53000   0.12639
0.52333   0.12775
0.51667   0.12907
0.51000   0.13037
0.50333   0.13165
0.49667   0.13289
0.49000   0.13411
0.48333   0.13531
0.47667   0.13648
0.47000   0.13761
0.46333   0.13873
0.45667   0.13980
0.45000   0.14086
0.44333   0.14189
0.43667   0.14288
0.43000   0.14384
0.42333   0.14477
0.41667   0.14566
0.41000   0.14653
0.40333   0.14736
0.39667   0.14814
0.39000   0.14889
0.38333   0.14960
0.37667   0.15028
0.37000   0.15091
0.36333   0.15151
0.35667   0.15207
0.35000   0.15258
0.34333   0.15306
0.33667   0.15351
0.33000   0.15391
0.32333   0.15426
0.31667   0.15457
0.31000   0.15482
0.30333   0.15502
0.29667   0.15516
0.29000   0.15524
0.28333   0.15525
0.27667   0.15520
0.27000   0.15507
0.26333   0.15486
0.25667   0.15457
0.25000   0.15419
0.24342   0.15372
0.23693   0.15316
0.23053   0.15250
0.22421   0.15175
0.21798   0.15094
0.21184   0.15002
0.20579   0.14904
0.19982   0.14798
0.19395   0.14686
0.18816   0.14566
0.18245   0.14439
0.17684   0.14308
0.17131   0.14169
0.16587   0.14025
0.16052   0.13875
0.15526   0.13721
0.15008   0.13561
0.14499   0.13396
0.13999   0.13226
0.13508   0.13052
0.13026   0.12873
0.12552   0.12689
0.12087   0.12502
0.11631   0.12311
0.11183   0.12115
0.10745   0.11917
0.10315   0.11715
0.09893   0.11509
0.09481   0.11299
0.09077   0.11087
0.08683   0.10871
0.08297   0.10652
0.07919   0.10430
0.07551   0.10207
0.07191   0.09979
0.06840   0.09750
0.06498   0.09517
0.06164   0.09284
0.05840   0.09048
0.05524   0.08809
0.05217   0.08569
0.04918   0.08327
0.04629   0.08084
0.04348   0.07839
0.04076   0.07592
0.03812   0.07345
0.03558   0.07096
0.03312   0.06847
0.03075   0.06597
0.02847   0.06348
0.02627   0.06097
0.02417   0.05847
0.02215   0.05596
0.02022   0.05344
0.01837   0.05091
0.01662   0.04841
0.01495   0.04589
0.01337   0.04339
0.01187   0.04088
0.01047   0.03840
0.00915   0.03591
0.00792   0.03343
0.00678   0.03096
0.00572   0.02845
0.00476   0.02592
0.00388   0.02329
0.00309   0.02056
0.00238   0.01774
0.00177   0.01503
0.00124   0.01240
0.00080   0.00990
0.00044   0.00733
0.00018   0.00465
0.00000   0.00000
0.00018  -0.00461
0.00044  -0.00726
0.00080  -0.00990
0.00124  -0.01246
0.00177  -0.01509
0.00238  -0.01776
0.00309  -0.02049
0.00388  -0.02317
0.00476  -0.02585
0.00572  -0.02848
0.00678  -0.03112
0.00792  -0.03376
0.00915  -0.03642
0.01047  -0.03911
0.01187  -0.04178
0.01337  -0.04450
0.01495  -0.04721
0.01662  -0.04995
0.01837  -0.05269
0.02022  -0.05547
0.02215  -0.05825
0.02417  -0.06105
0.02627  -0.06386
0.02847  -0.06670
0.03075  -0.06955
0.03312  -0.07244
0.03558  -0.07536
0.03812  -0.07828
0.04076  -0.08125
0.04348  -0.08422
0.04629  -0.08720
0.04918  -0.09020
0.05217  -0.09321
0.05524  -0.09622
0.05840  -0.09925
0.06164  -0.10225
0.06498  -0.10528
0.06840  -0.10829
0.07191  -0.11131
0.07551  -0.11431
0.07919  -0.11730
0.08297  -0.12028
0.08683  -0.12325
0.09077  -0.12619
0.09481  -0.12914
0.09893  -0.13205
0.10315  -0.13494
0.10745  -0.13780
0.11183  -0.14065
0.11631  -0.14345
0.12087  -0.14624
0.12552  -0.14898
0.13026  -0.15169
0.13508  -0.15435
0.13999  -0.15697
0.14499  -0.15954
0.15008  -0.16207
0.15526  -0.16454
0.16052  -0.16696
0.16587  -0.16932
0.17131  -0.17163
0.17684  -0.17387
0.18245  -0.17603
0.18816  -0.17814
0.19395  -0.18015
0.19982  -0.18207
0.20579  -0.18391
0.21184  -0.18564
0.21798  -0.18727
0.22421  -0.18877
0.23053  -0.19015
0.23693  -0.19140
0.24342  -0.19250
0.25000  -0.19343
0.25667  -0.19420
0.26333  -0.19481
0.27000  -0.19525
0.27667  -0.19552
0.28333  -0.19562
0.29000  -0.19556
0.29667  -0.19535
0.30333  -0.19498
0.31000  -0.19448
0.31667  -0.19383
0.32333  -0.19303
0.33000  -0.19211
0.33667  -0.19107
0.34333  -0.18991
0.35000  -0.18864
0.35667  -0.18725
0.36333  -0.18577
0.37000  -0.18418
0.37667  -0.18251
0.38333  -0.18074
0.39000  -0.17889
0.39667  -0.17695
0.40333  -0.17496
0.41000  -0.17288
0.41667  -0.17074
0.42333  -0.16855
0.43000  -0.16631
0.43667  -0.16402
0.44333  -0.16167
0.45000  -0.15929
0.45667  -0.15684
0.46333  -0.15436
0.47000  -0.15185
0.47667  -0.14930
0.48333  -0.14671
0.49000  -0.14410
0.49667  -0.14147
0.50333  -0.13881
0.51000  -0.13613
0.51667  -0.13342
0.52333  -0.13071
0.53000  -0.12797
0.53667  -0.12522
0.54333  -0.12247
0.55000  -0.11970
0.55667  -0.11692
0.56333  -0.11413
0.57000  -0.11133
0.57667  -0.10853
0.58333  -0.10573
0.59000  -0.10293
0.59667  -0.10014
0.60333  -0.09734
0.61000  -0.09456
0.61667  -0.09178
0.62333  -0.08901
0.63000  -0.08624
0.63667  -0.08348
0.64333  -0.08074
0.65000  -0.07801
0.65667  -0.07529
0.66333  -0.07257
0.67000  -0.06987
0.67667  -0.06719
0.68333  -0.06452
0.69000  -0.06186
0.69667  -0.05922
0.70333  -0.05661
0.71000  -0.05401
0.71667  -0.05144
0.72333  -0.04889
0.73000  -0.04637
0.73667  -0.04386
0.74333  -0.04140
0.75000  -0.03896
0.75660  -0.03658
0.76314  -0.03425
0.76961  -0.03199
0.77601  -0.02979
0.78235  -0.02765
0.78863  -0.02557
0.79484  -0.02357
0.80098  -0.02162
0.80706  -0.01974
0.81307  -0.01794
0.81902  -0.01621
0.82490  -0.01454
0.83072  -0.01294
0.83647  -0.01142
0.84216  -0.00996
0.84778  -0.00858
0.85333  -0.00727
0.85882  -0.00604
0.86425  -0.00487
0.86961  -0.00377
0.87490  -0.00276
0.88013  -0.00182
0.88529  -0.00095
0.89039  -0.00014
0.89542   0.00061
0.90039   0.00128
0.90529   0.00189
0.91013   0.00243
0.91490   0.00293
0.91961   0.00335
0.92425   0.00370
0.92882   0.00401
0.93333   0.00425
0.93778   0.00441
0.94216   0.00452
0.94647   0.00455
0.95072   0.00451
0.95490   0.00439
0.95902   0.00420
0.96307   0.00394
0.96706   0.00358
0.97098   0.00315
0.97484   0.00264
0.97863   0.00206
0.98235   0.00141
0.98601   0.00069
0.98961  -0.00011
0.99314  -0.00097
0.99660  -0.00190
1.00000  -0.00283
"02_FileNotFound"   BL_File         - The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          1   NumTabs           ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
       0.75   Re                ! Reynolds number in millions
          0   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -1.2   alpha0            ! 0-lift angle of attack, depends on airfoil.
       11.5   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
      -11.5   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
     7.1838   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
          3   T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
          6   T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
        1.7   T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
         11   T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
       0.14   b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
       0.53   b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
          5   b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
        0.3   A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
        0.7   A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
          1   A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     1.6717   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
    -0.3075   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.012   Cd0               ! 2D drag coefficient value at 0-lift.
      -0.07   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
        0.2   x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        135   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
   -180.00    0.000   0.0407   0.0000
   -175.00    0.223   0.0507   0.0937
   -170.00    0.405   0.1055   0.1702
   -160.00    0.658   0.2982   0.2819
   -155.00    0.733   0.4121   0.3213
   -150.00    0.778   0.5308   0.3520
   -145.00    0.795   0.6503   0.3754
   -140.00    0.787   0.7672   0.3926
   -135.00    0.757   0.8785   0.4046
   -130.00    0.708   0.9819   0.4121
   -125.00    0.641   1.0756   0.4160
   -120.00    0.560   1.1580   0.4167
   -115.00    0.467   1.2280   0.4146
   -110.00    0.365   1.2847   0.4104
   -105.00    0.255   1.3274   0.4041
   -100.00    0.139   1.3557   0.3961
    -95.00    0.021   1.3692   0.3867
    -90.00   -0.098   1.3680   0.3759
    -85.00   -0.216   1.3521   0.3639
    -80.00   -0.331   1.3218   0.3508
    -75.00   -0.441   1.2773   0.3367
    -70.00   -0.544   1.2193   0.3216
    -65.00   -0.638   1.1486   0.3054
    -60.00   -0.720   1.0660   0.2884
    -55.00   -0.788   0.9728   0.2703
    -50.00   -0.840   0.8705   0.2512
    -45.00   -0.875   0.7611   0.2311
    -40.00   -0.889   0.6466   0.2099
    -35.00   -0.880   0.5299   0.1876
    -30.00   -0.846   0.4141   0.1641
    -25.00   -0.784   0.3030   0.1396
    -24.00   -0.768   0.2817   0.1345
    -23.00   -0.751   0.2608   0.1294
    -22.00   -0.733   0.2404   0.1243
    -21.00   -0.714   0.2205   0.1191
    -20.00   -0.693   0.2011   0.1139
    -19.00   -0.671   0.1822   0.1086
    -18.00   -0.648   0.1640   0.1032
    -17.00   -0.624   0.1465   0.0975
    -16.00   -0.601   0.1300   0.0898
    -15.00   -0.579   0.1145   0.0799
    -14.00   -0.559   0.1000   0.0682
    -13.00   -0.539   0.0867   0.0547
    -12.00   -0.519   0.0744   0.0397
    -11.00   -0.499   0.0633   0.0234
    -10.00   -0.480   0.0534   0.0060
     -5.54   -0.385   0.0245  -0.0800
     -5.04   -0.359   0.0225  -0.0800
     -4.54   -0.360   0.0196  -0.0800
     -4.04   -0.355   0.0174  -0.0800
     -3.54   -0.307   0.0162  -0.0800
     -3.04   -0.246   0.0144  -0.0800
     -3.00   -0.240   0.0240  -0.0623
     -2.50   -0.163   0.0188  -0.0674
     -2.00   -0.091   0.0160  -0.0712
     -1.50   -0.019   0.0137  -0.0746
     -1.00    0.052   0.0118  -0.0778
     -0.50    0.121   0.0104  -0.0806
      0.00    0.196   0.0094  -0.0831
      0.50    0.265   0.0096  -0.0863
      1.00    0.335   0.0098  -0.0895
      1.50    0.404   0.0099  -0.0924
      2.00    0.472   0.0100  -0.0949
      2.50    0.540   0.0102  -0.0973
      3.00    0.608   0.0103  -0.0996
      3.50    0.674   0.0104  -0.1016
      4.00    0.742   0.0105  -0.1037
      4.50    0.809   0.0107  -0.1057
      5.00    0.875   0.0108  -0.1076
      5.50    0.941   0.0109  -0.1094
      6.00    1.007   0.0110  -0.1109
      6.50    1.071   0.0113  -0.1118
      7.00    1.134   0.0115  -0.1127
      7.50    1.198   0.0117  -0.1138
      8.00    1.260   0.0120  -0.1144
      8.50    1.318   0.0126  -0.1137
      9.00    1.368   0.0133  -0.1112
      9.50    1.422   0.0143  -0.1100
     10.00    1.475   0.0156  -0.1086
     10.50    1.523   0.0174  -0.1064
     11.00    1.570   0.0194  -0.1044
     11.50    1.609   0.0227  -0.1013
     12.00    1.642   0.0269  -0.0980
     12.50    1.675   0.0319  -0.0953
     13.00    1.700   0.0398  -0.0925
     13.50    1.717   0.0488  -0.0896
     14.00    1.712   0.0614  -0.0864
     14.50    1.703   0.0786  -0.0840
     15.50    1.671   0.1173  -0.0830
     16.00    1.649   0.1377  -0.0848
     16.50    1.621   0.1600  -0.0880
     17.00    1.598   0.1814  -0.0926
     17.50    1.571   0.2042  -0.0984
     18.00    1.549   0.2316  -0.1052
     19.00    1.544   0.2719  -0.1158
     19.50    1.549   0.2906  -0.1213
     20.00    1.565   0.3085  -0.1248
     21.00    1.565   0.3447  -0.1317
     22.00    1.563   0.3820  -0.1385
     23.00    1.558   0.4203  -0.1452
     24.00    1.552   0.4593  -0.1518
     25.00    1.546   0.4988  -0.1583
     26.00    1.539   0.5387  -0.1647
     28.00    1.527   0.6187  -0.1770
     30.00    1.522   0.6978  -0.1886
     32.00    1.529   0.7747  -0.1994
     35.00    1.544   0.8869  -0.2148
     40.00    1.529   1.0671  -0.2392
     45.00    1.471   1.2319  -0.2622
     50.00    1.376   1.3747  -0.2839
     55.00    1.249   1.4899  -0.3043
     60.00    1.097   1.5728  -0.3236
     65.00    0.928   1.6202  -0.3417
     70.00    0.750   1.6302  -0.3586
     75.00    0.570   1.6031  -0.3745
     80.00    0.396   1.5423  -0.3892
     85.00    0.237   1.4598  -0.4028
     90.00    0.101   1.4041  -0.4151
     95.00   -0.022   1.4053  -0.4261
    100.00   -0.143   1.3914  -0.4357
    105.00   -0.261   1.3625  -0.4437
    110.00   -0.374   1.3188  -0.4498
    115.00   -0.480   1.2608  -0.4538
    120.00   -0.575   1.1891  -0.4553
    125.00   -0.659   1.1046  -0.4540
    130.00   -0.727   1.0086  -0.4492
    135.00   -0.778   0.9025  -0.4405
    140.00   -0.809   0.7883  -0.4270
    145.00   -0.818   0.6684  -0.4078
    150.00   -0.800   0.5457  -0.3821
    155.00   -0.754   0.4236  -0.3484
    160.00   -0.677   0.3066  -0.3054
    170.00   -0.417   0.1085  -0.1842
    175.00   -0.229   0.0510  -0.1013
    180.00    0.000   0.0407   0.0000
